       age      wage
376315  38  89.49248
233368  52  92.89584
155264  40 127.11574
7747    29 115.37504
302426  45 130.98369
157328  39  68.74809
9454    50 182.02062
160476  50 143.80856
84722   57 134.70538
160518  30  63.18886
12284   56  75.35568
375528  43 176.99068
83300   43 104.92151
9974    67 123.08970
11998   50 111.72085
11771   49 111.72085
85840   50  87.98103
83877   59 144.21076
305966  51 117.14682
7951    39  78.39247
451372  54  99.68946
83243   55 123.08970
10311   45 127.11574
159643  54 139.00341
378452  23 127.11574
153846  74  70.47602
13108   52 109.83399
11905   25  70.81504
375715  45  70.47602
82621   37 176.98965
12425   55 113.56709
82295   25  82.67964
379133  66 148.41316
305527  47 161.22250
13255   36 127.11574
86181   63 134.70538
157316  44 160.64248
450927  37 267.90109
229450  32 104.92151
85047   43 134.70538
447600  37 123.08970
450428  26  66.96164
85993   39  91.69923
378229  45 160.64248
449815  40 136.87637
229998  51 153.45752
448218  52  61.18753
306163  43  65.11085
11664   52 114.47571
8194    50 182.02062
14196   54 114.47571
88022   28  97.49329
160061  28 136.87637
7840    26  97.49329
450384  45  81.28325
160299  34  73.77574
233831  73 118.88436
449264  31 113.56709
12477   29  90.48191
375640  40 160.64248
161055  38 179.52809
82687   42 147.76678
301552  50  87.98103
375238  51  59.03285
453137  40 107.31606
379538  25  49.55534
451582  47 144.47809
447462  27  81.28325
158645  53  81.63527
87154   67  87.98103
378986  40 130.98218
160715  44  87.98103
81037   33  81.28325
82804   29  89.24288
154694  32 114.11339
452218  27 104.92151
157720  40 112.64890
374624  36  56.90554
153643  48  87.98103
86198   56 118.88436
84791   24 127.11574
232289  53 134.70538
374507  34 107.90392
305083  61 281.74597
87712   38  48.18565
306948  55 127.11574
13141   70  50.35400
155887  24  81.28325
228654  22  75.04315
304515  38 104.92151
83807   29  79.85490
229996  30 130.98218
301419  38 171.76513
306410  49  97.49329
452996  71  98.59934
14126   32  84.04596
158400  40 299.26298
87273   32  70.81504
231271  33  82.67964
155621  40  73.77574
11861   25  77.49768
154008  36  91.69923
161216  46 141.77517
447422  59  93.72167
156545  49 143.13494
13641   41  91.69923
304636  42 130.98218
452513  59  87.98103
81809   27  76.48844
231777  30  71.68674
9019    54  87.98103
9487    31  80.57320
304371  34 163.51586
305970  47 107.90392
155402  40 133.23235
307501  29  73.77574
155886  58  87.98103
229104  41 119.01335
87711   56 102.12700
374720  52 136.87637
156049  53 118.88436
159113  37  65.11085
449072  30  94.07271
87306   35 138.29913
229074  40 118.88436
302202  54  79.85490
303505  22  63.18886
11180   37 134.70538
9111    39 295.99125
447235  62 109.83399
304337  47 104.92151
159650  51 148.41316
234513  47  99.68946
159500  28 118.88436
12446   65  95.68881
9781    42 114.47571
305890  58 104.92151
306575  32 101.82435
153588  34 146.46284
306484  49  79.85490
377256  39 145.14360
379428  44  76.40585
450934  38  84.04596
377314  48 115.37504
234185  47 105.92781
448466  40  72.15046
12792   27  79.85490
80262   42 103.90247
82810   30  88.99238
301634  31  99.68946
306030  29 112.64890
231565  53 138.29913
451279  37  68.74809
307401  48 109.31532
453377  56 148.41316
159201  44  99.68946
84893   63 118.01975
161391  25  65.11085
161397  31  94.07271
161416  51  98.59934
306010  25  87.98103
306687  50  99.68946
232349  34 108.87453
83445   20  82.67964
303155  30  89.49248
450065  40  97.49329
231998  34  56.90554
80918   57  65.11085
304411  42  89.49248
155790  30  84.04596
159561  37  94.07271
377472  50  85.38394
450455  26  78.39247
304184  59 160.40970
154351  29 132.86077
447182  22  87.98103
13962   54 158.17366
154728  46 118.88436
380298  51 101.40205
230171  35  59.09706
307415  49  85.38394
161305  53  87.98103
451605  61 160.64248
301838  40  70.47602
154752  52  47.74778
8804    40 130.98218
158531  56  85.38394
379706  39  99.68946
306214  30  93.87868
158084  58 130.98218
305029  33 167.98113
307412  51 126.08506
377739  32 148.41316
451296  50 132.48782
157053  26 118.88436
303357  35 109.83399
233408  31 102.87025
449482  31 133.38061
376816  44 154.68529
302281  30  99.68946
10033   27  66.22941
14375   27  87.98103
453557  55  90.48191
