         year    sex education vocabulary
19840801 1984 Female         9          5
19840859 1984 Female        12          4
19891451 1989 Female        14          6
20100812 2010   Male        18          3
20140935 2014   Male        16          5
20161853 2016 Female        16          7
19910848 1991 Female        12          6
19821139 1982 Female        11          7
19761188 1976 Female        11          7
20161060 2016 Female        12          5
19760579 1976 Female        14          9
19941752 1994   Male        16          8
19930852 1993   Male        18          8
19741401 1974   Male        12          7
19961769 1996 Female        16          5
20062580 2006 Female        19          8
19961962 1996 Female        16          6
19740808 1974 Female        12          7
19900298 1990 Female        15          5
19780133 1978 Female        12          7
19740699 1974 Female        10          3
20161011 2016 Female        16          4
19880161 1988 Female         9          6
19870915 1987 Female        14          8
20080526 2008 Female        12          6
19901132 1990 Female        15          6
20161140 2016   Male        12          7
19760040 1976   Male         7          2
20040965 2004 Female        16          7
19760668 1976 Female        13          6
19760577 1976   Male        15          9
19981039 1998   Male        13          6
19901082 1990 Female        12          4
19910497 1991   Male        12          8
20162633 2016   Male        17          6
19870391 1987   Male        12          4
20062796 2006   Male        14          7
19761448 1976 Female        15          8
19870378 1987 Female        13          9
19781010 1978   Male        12          4
19982627 1998 Female        13          6
20141389 2014 Female        11          7
19823147 1982 Female        12          4
19890762 1989 Female        13          6
19780484 1978   Male         9          3
20061582 2006   Male        12          6
19760433 1976 Female        12          7
20160896 2016 Female        12          8
19780648 1978   Male        17         10
20061236 2006   Male         2          8
19890286 1989 Female        14         10
19962682 1996   Male        12          5
20120628 2012 Female        15          2
19780100 1978 Female        12          1
20040110 2004 Female        15          3
19820071 1982 Female        17          9
19841393 1984 Female        11          7
20060866 2006   Male        11          5
19961738 1996   Male         9          2
19761571 1976   Male        12          7
19820132 1982   Male        12          5
20002025 2000 Female        16         10
19870141 1987 Female        12          8
19870976 1987   Male        15         10
19960329 1996   Male        10          6
19881019 1988 Female        12          8
20142097 2014 Female        13          5
19823241 1982 Female        13          3
19961561 1996 Female        14          5
19900867 1990 Female        12          6
19942252 1994 Female        12          8
20064149 2006 Female        12          7
19740308 1974 Female        12          7
20162857 2016 Female        15          6
20101061 2010   Male        12          7
19900817 1990 Female        10          3
20101641 2010 Female        12          9
20063959 2006   Male         6          3
19760033 1976 Female         7          7
20140107 2014   Male        16          8
19940403 1994 Female        10          3
19940322 1994 Female        12          6
19821405 1982   Male        14          5
20000807 2000 Female        12          8
19942563 1994 Female        12          3
19962368 1996   Male        14          3
19871315 1987 Female         6          4
19820297 1982   Male         7          3
20081639 2008 Female        15          6
19820676 1982   Male         8          7
19961333 1996 Female        10          6
20160983 2016 Female        16          7
19941976 1994 Female        16          9
20064200 2006   Male        12          6
19981804 1998 Female        12          6
20060583 2006 Female        14          7
19741002 1974 Female        12          5
19960118 1996   Male        20         10
19780529 1978   Male        12          6
20001088 2000 Female        16          9
20120436 2012 Female        16          5
19960192 1996   Male        16          8
19960864 1996 Female        16         10
19941192 1994 Female        12          8
19982224 1998   Male        11          7
19961414 1996 Female        13          5
19761108 1976 Female        12          0
19820053 1982 Female        15          9
20141545 2014 Female        17          9
20141834 2014 Female        20          9
19870903 1987 Female        16          7
20062137 2006   Male        16         10
20001106 2000   Male        14          6
19900455 1990 Female        10          6
19900291 1990   Male        18          8
20101313 2010 Female        15          3
20080374 2008 Female        14          5
19870011 1987 Female        12          4
19820797 1982 Female        12          4
20162023 2016 Female        13          6
20081111 2008   Male        13          7
19881052 1988 Female        10          5
20081332 2008 Female        11          2
19740292 1974   Male        12          7
19823218 1982   Male        12          4
20120387 2012 Female        14          6
19741412 1974 Female         8          3
20100633 2010   Male        12          6
19982047 1998 Female        16          5
20160423 2016 Female        12          1
19740273 1974 Female        12          7
20142435 2014 Female        19          7
20160201 2016   Male        15          7
19740965 1974   Male        12          7
20060810 2006 Female        16          6
19900155 1990 Female        12          7
20061718 2006 Female         2          4
19740966 1974   Male        12          7
19890445 1989   Male        14         10
19822091 1982 Female        13          4
20161161 2016   Male        12          4
19960366 1996   Male        16          8
19910898 1991   Male        16          7
20063363 2006 Female        14          7
20160688 2016   Male        10          6
19822039 1982   Male         8          7
19881126 1988   Male        16          6
19911329 1991   Male        12          7
19780033 1978   Male         9          5
19961914 1996   Male        12          5
19761710 1976 Female        10          7
20140268 2014   Male        18          6
19961050 1996   Male        16          8
19820429 1982 Female        18          8
19941233 1994 Female        12          9
19760089 1976 Female        12          6
19820810 1982   Male        12          7
19740940 1974   Male        12          6
19900996 1990 Female         8          5
20002490 2000 Female        11          5
19910758 1991   Male        14          8
19930911 1993   Male        14          9
19891025 1989   Male        14          9
20061200 2006 Female        12          6
20140443 2014   Male        12          8
19911009 1991 Female        13          8
19870339 1987   Male        20          9
19981826 1998   Male        14          6
20042154 2004 Female        12          5
19961370 1996 Female        15          7
19890456 1989 Female        12          9
19940809 1994 Female        12          4
19781227 1978 Female        18         10
20160642 2016 Female        16          8
19820568 1982   Male        12          8
20101617 2010 Female        12          7
19960215 1996 Female        13          7
19880840 1988   Male        12          4
19870542 1987   Male        11          2
20041706 2004 Female        12          6
19960230 1996   Male        17          7
19960348 1996 Female        13          3
20160311 2016   Male        20          9
20140456 2014 Female        12          6
20060149 2006 Female        16          6
20042509 2004   Male        19          9
19781469 1978 Female        12          7
19890486 1989 Female        12         10
20120286 2012   Male        14          7
19940186 1994   Male        12          8
19740798 1974 Female        10          5
19911265 1991 Female        10          5
19740782 1974 Female        14          1
19740524 1974 Female        12          6
20100572 2010 Female        14          2
20140111 2014   Male        16          4
20101428 2010 Female        14          7
20081919 2008 Female        12          8
19780621 1978 Female         8          8
19840170 1984   Male        12          7
20001177 2000 Female        14          8
19981523 1998 Female        12          1
19761443 1976 Female        12          7
19961640 1996   Male        16          5
20121589 2012 Female        15          8
19780767 1978   Male        18          9
19941451 1994 Female        15          6
20121054 2012   Male        15          6
19910892 1991   Male        12          6
19900448 1990   Male        14          6
19890376 1989 Female        12          5
19960645 1996   Male        16          9
19780110 1978 Female         6          2
19982016 1998 Female        16          6
20062913 2006 Female        13          8
19820154 1982   Male        12          6
19940289 1994   Male        12          5
19781063 1978   Male        16          2
20001057 2000   Male        14          6
19931069 1993 Female        16         10
19822075 1982 Female        18          6
20002816 2000   Male        12          5
19880388 1988 Female        12          4
19941644 1994   Male        16          5
19961534 1996   Male        12          3
20042349 2004   Male        12          6
19741145 1974   Male        11          3
19980393 1998   Male        17          3
19820458 1982 Female         9          7
20002159 2000 Female        13          4
19841439 1984 Female         4          0
19761110 1976 Female        12          5
20002527 2000   Male        16          8
20041817 2004 Female        12          7
19820453 1982 Female        14          4
19823202 1982 Female        16          7
19781000 1978 Female        12          7
19872195 1987   Male         0          0
19982133 1998 Female        12          3
19930067 1993   Male        20          8
19840165 1984 Female        14          8
19741435 1974   Male        12          6
20081197 2008 Female         5          4
19930151 1993 Female        16          6
19741286 1974   Male        14          8
19880212 1988   Male        15          5
19881158 1988 Female        12          9
19840592 1984 Female        10          8
19823012 1982 Female         9          3
19870693 1987   Male        12          4
19871007 1987 Female        18          3
20101383 2010   Male        20          9
20042467 2004   Male        14          7
19780046 1978   Male        14          7
20042241 2004   Male         8          5
19900990 1990 Female        16          6
19840138 1984   Male        12          4
19740192 1974   Male         8          6
19740868 1974 Female        12          7
19841008 1984   Male        16          8
19840121 1984 Female        16          5
19871251 1987 Female         2          1
20102009 2010 Female        15          8
20121258 2012 Female        19          8
19931524 1993 Female         7          4
19820386 1982   Male        10          7
19820997 1982 Female        10          5
19821075 1982 Female        12          4
19940466 1994 Female        16          7
19761131 1976   Male        13          8
20062255 2006   Male        16          8
19960526 1996   Male        20          8
20140611 2014   Male        16          9
20142165 2014 Female        15          6
20001981 2000 Female        12          8
19780367 1978 Female         4          3
19820172 1982   Male        14          9
19880436 1988   Male        12          7
20141446 2014   Male        11          4
20120167 2012 Female        14          5
19941858 1994   Male        17          9
19840910 1984   Male        18         10
20120540 2012 Female        18          6
20041884 2004   Male        12          8
20101751 2010 Female        12          6
19981578 1998 Female        16          5
19740595 1974 Female        14         10
19761564 1976 Female        12          6
20121682 2012   Male        12          6
20101110 2010   Male        12          6
19911467 1991 Female        11          6
20061499 2006 Female        16          6
19821349 1982 Female        12          9
19871381 1987 Female        12          7
19941598 1994   Male        12          3
19820816 1982 Female        16          8
19941718 1994 Female        12          9
19881024 1988   Male        15          5
19940748 1994 Female        17          8
20061981 2006   Male        11          7
19910800 1991 Female        14          8
19870580 1987 Female        12          7
20120990 2012 Female        15          7
19740873 1974 Female        15          4
20081416 2008   Male         8          5
19910878 1991 Female        12          6
19980335 1998 Female        13          6
20060824 2006   Male        11          3
19870410 1987   Male        13          8
19780594 1978 Female        17          6
20101308 2010 Female        12          2
19900570 1990   Male        12          4
20041937 2004   Male        18          5
19780232 1978 Female        14          5
19880560 1988 Female        12          9
19942336 1994   Male         5          1
19871357 1987 Female        14          5
19911045 1991   Male        14          7
20161630 2016   Male        12          6
19931251 1993   Male        11          6
19910678 1991   Male        10          6
19870001 1987   Male        16         10
19981549 1998   Male        16          4
19840654 1984   Male        10          8
20063780 2006 Female        13          8
20160347 2016   Male        20          4
19961241 1996 Female        12          7
19942122 1994   Male        12          3
19741339 1974 Female        12          5
19910091 1991 Female        10          7
19980832 1998   Male        20          9
19740019 1974 Female         8          1
20100170 2010   Male        12          5
19761705 1976 Female         5          4
19761555 1976 Female        11          6
20060559 2006   Male        14          8
19740844 1974 Female        10          6
19880715 1988 Female        12          7
20061331 2006 Female        12          6
19780304 1978 Female        12          7
19881092 1988 Female        14          2
19880164 1988 Female        13          7
20001348 2000 Female        16          7
19881243 1988   Male        13          6
20160270 2016 Female        18          8
19871223 1987   Male         8          6
20140051 2014 Female        18          9
20000960 2000 Female        16          8
20100942 2010   Male        12          2
20121021 2012 Female        16          8
20041268 2004 Female        12          7
20080809 2008 Female        16          6
20162241 2016   Male        12          6
20160442 2016   Male        16          9
20080463 2008 Female        12          9
19890518 1989   Male        16         10
20100366 2010   Male        13         10
20062569 2006 Female        17          7
19820634 1982 Female        12          7
19820228 1982 Female        12          5
20121378 2012   Male        12          6
19910900 1991   Male        16         10
19761045 1976 Female        10          8
20141191 2014 Female        12          7
19740452 1974 Female        12          6
19931586 1993 Female        14          7
19910100 1991 Female        14          7
19890918 1989 Female        12          6
20040847 2004 Female        14          9
19870365 1987 Female        16         10
19981754 1998   Male         8          5
20060674 2006 Female        13          6
20040022 2004 Female        14          9
20142446 2014 Female        12          1
19942144 1994 Female        13          4
19981958 1998   Male        12          9
19870230 1987 Female        11         10
19900132 1990 Female        12          8
20161852 2016 Female        14          3
20140971 2014 Female        16          7
20140266 2014 Female        12          5
20161708 2016   Male         9          5
19891488 1989   Male        12          5
20100301 2010   Male        12          4
20000987 2000   Male        12          5
19880446 1988 Female        12          6
20000918 2000 Female        13          4
19781459 1978 Female        16          7
20101075 2010 Female        15          8
20100996 2010 Female         7          4
20161152 2016 Female        16          7
19741033 1974 Female         7          4
19881276 1988   Male         9          6
19890849 1989 Female        12          6
19962306 1996 Female        12          7
20160307 2016 Female        12          5
19880496 1988 Female        12          8
19880084 1988 Female        14          6
19960501 1996 Female        17          1
19741456 1974   Male         9          3
19900293 1990 Female        10          4
19841272 1984 Female        16          8
19820382 1982 Female        12          5
19760235 1976   Male        16          8
19760025 1976 Female        12          2
20140579 2014 Female        16          6
20061934 2006   Male         6          8
19740909 1974 Female        12          7
19942116 1994 Female        16          8
20161694 2016 Female        13          9
20060291 2006   Male        15          5
20041908 2004   Male        16         10
19740301 1974   Male        19          9
20161840 2016 Female        12          7
20081597 2008   Male        14          5
19901229 1990   Male        17         10
19980320 1998 Female        16          5
19901041 1990 Female        12          5
19872268 1987   Male        12          5
20162155 2016 Female        12          5
20001708 2000   Male        10          3
20120185 2012 Female        16          7
19962073 1996 Female        14          6
19760119 1976   Male         6          5
20040708 2004   Male        12          5
20101593 2010 Female        17          8
20001526 2000   Male        17          6
19960668 1996 Female        15          8
19960144 1996 Female        10          5
19890324 1989 Female        16          9
19942717 1994 Female        11          5
20101299 2010   Male        16          7
19870126 1987   Male         3          4
20080102 2008 Female        12          8
19982815 1998 Female        13          7
20101381 2010   Male        12          8
19870860 1987 Female        18         10
19891114 1989   Male         8          5
20162397 2016   Male        12          6
20060640 2006 Female        15          7
19942060 1994 Female         9          4
19962326 1996 Female        12          9
20120456 2012 Female        12          7
19871024 1987   Male        14          8
19890134 1989   Male        12          9
20121928 2012   Male        12          8
20162830 2016   Male        16          7
19960049 1996   Male        12          5
20062308 2006 Female        13          5
19930794 1993 Female        17          3
20100234 2010 Female        17          5
20001472 2000 Female        14          5
19780727 1978 Female        11          8
19981329 1998   Male        14          6
20062230 2006   Male        13          5
20141857 2014   Male        12          4
20081902 2008 Female        18          7
19930815 1993   Male        14          4
19880080 1988   Male        12         10
20141464 2014   Male         9          3
20041969 2004   Male        16          7
19930464 1993 Female        16          8
19841170 1984 Female        13          8
19891012 1989   Male        16          7
19870887 1987 Female         8          4
20042478 2004   Male        12          4
19910166 1991 Female        17          9
19981585 1998 Female        16          6
19840730 1984   Male        16          9
19870801 1987 Female        13          7
20120597 2012   Male        16          8
19781043 1978 Female        12          5
19930956 1993 Female         5          1
20062350 2006   Male        15          8
19880330 1988   Male         9          2
19942231 1994 Female        13          8
19741450 1974   Male         8          3
20000484 2000 Female        12          7
19941294 1994 Female        12          4
19891087 1989   Male        12          6
20142249 2014 Female        18          8
19741410 1974   Male        12          5
19880482 1988   Male        18         10
19941351 1994   Male        15          5
19881448 1988 Female        13          6
20141257 2014   Male        12          7
19741325 1974   Male        11          4
19760588 1976 Female        12          6
19982759 1998   Male        12          5
19820181 1982   Male        16          9
19960722 1996   Male        13          6
19761395 1976 Female        12          5
19981565 1998 Female        16          5
19881332 1988   Male        16          7
19840465 1984 Female        12          6
20102006 2010   Male        20          9
19740870 1974   Male        12          7
19910554 1991 Female        16         10
20140471 2014   Male        16          6
19900156 1990 Female        14          6
20120098 2012 Female        13          6
19761623 1976 Female         9          6
19872091 1987   Male        11          6
19941275 1994   Male        12          8
19760631 1976 Female        16          9
20081141 2008 Female        16          7
19901206 1990 Female        12          6
20160650 2016 Female        16          8
19930776 1993 Female        16          9
20101554 2010 Female        14          7
19740525 1974   Male        12          5
19821043 1982 Female        16         10
19891016 1989   Male        12          3
19871151 1987   Male        17          7
19941359 1994 Female        10          5
20040160 2004   Male        12          4
20121534 2012 Female        14          7
19931509 1993   Male         8          3
19780821 1978 Female        12          6
19961907 1996 Female         0          0
20141218 2014 Female        16          4
19761507 1976   Male        14          5
20101099 2010   Male        12          6
19880277 1988 Female        12          8
19930465 1993 Female         8          5
19820600 1982   Male        12          3
19881049 1988   Male        14          4
19820584 1982   Male        11          2
19981308 1998 Female        14          9
19840517 1984   Male        11          6
20101166 2010 Female        14          7
19880481 1988 Female        12          5
20120236 2012 Female         6          6
19931578 1993 Female        16          6
20161939 2016 Female        13          7
20040564 2004   Male        12          6
19823121 1982 Female         7          3
19871075 1987 Female        12          4
20081764 2008   Male        12          5
19821142 1982   Male         4          3
20081151 2008   Male        15          1
20121217 2012 Female        14          7
19870167 1987   Male        12          4
20080604 2008   Male        16          7
19781160 1978   Male         1          2
20041687 2004   Male        13          6
19910844 1991 Female         9          8
20121563 2012   Male        19          6
20160064 2016 Female        13          7
19820220 1982   Male        12          6
19900450 1990   Male         9          5
20160737 2016 Female        16          6
19781248 1978 Female        13          7
20100847 2010 Female        16          4
19821167 1982   Male        13          5
19962395 1996 Female        12          5
20061343 2006 Female        17          9
20040385 2004 Female        16          1
20041377 2004   Male        12          8
19941165 1994   Male        12          6
19962790 1996 Female        16          6
19911255 1991 Female        12          6
19841044 1984 Female        17         10
19760157 1976 Female        12          8
19910348 1991   Male        17          6
20042462 2004   Male        17          6
19780734 1978   Male         9          1
20140817 2014   Male        13          2
20063166 2006   Male         5          7
20140716 2014   Male        19          7
19741037 1974 Female        12          4
19960078 1996   Male        15          6
19900237 1990 Female        12          7
19911297 1991 Female        16          6
19900288 1990 Female        10          4
19960293 1996 Female        13          7
19841216 1984   Male        19         10
20100174 2010   Male        16          9
20141187 2014   Male        12          6
20120451 2012   Male        20          9
20140907 2014 Female        13          7
19981571 1998   Male        12          2
20142257 2014   Male         9          6
20160741 2016   Male        12          6
19982319 1998   Male        15          6
19931171 1993 Female        12          6
19962712 1996 Female        12          7
20000658 2000   Male        19          4
19982383 1998 Female        13          6
20100481 2010   Male        12          6
20000473 2000   Male        12          3
20141454 2014   Male        16          6
19840934 1984 Female        19          9
19930691 1993   Male         8          5
19740428 1974 Female        17          7
19840977 1984   Male        16         10
19872266 1987 Female        11          6
19982348 1998   Male         7          4
20041142 2004 Female        13          9
19880588 1988 Female        12          6
20161772 2016 Female        14          6
20040502 2004 Female        11          5
19962634 1996 Female        11          6
19980006 1998   Male        16          5
19823144 1982 Female        17          4
20101429 2010 Female        12          7
19960871 1996 Female        13          6
19820342 1982   Male        11          4
20000157 2000 Female        12          4
19780288 1978 Female        12          2
19941270 1994 Female        12          5
20120889 2012   Male        16          8
19781295 1978   Male        15         10
19960988 1996 Female        17          9
20100299 2010   Male        15          6
19820612 1982   Male        12          6
19930333 1993 Female        16          6
19781080 1978   Male        14          8
19761629 1976 Female        12          6
19870601 1987 Female         8          3
19840776 1984 Female        12          6
20002487 2000 Female        13          6
19941607 1994   Male        12          5
19870869 1987 Female        15          4
19821238 1982   Male        11         10
20101582 2010 Female        15          7
19740939 1974 Female         4          4
19961280 1996   Male        20         10
19781350 1978   Male        17          7
19960482 1996   Male        10          5
19911140 1991   Male        14          8
19931328 1993   Male         9          5
19941178 1994 Female        13          3
19890886 1989   Male        12          7
20120316 2012   Male        20          9
19910220 1991 Female        10          6
19840750 1984   Male        13          4
20100184 2010 Female        11          6
19820737 1982   Male        14          3
19761369 1976 Female        12          7
19840581 1984   Male        12          3
20081510 2008 Female        19          9
20080097 2008 Female        18         10
19881480 1988 Female        13          3
19820892 1982   Male        13          7
20042211 2004 Female        16          7
19910524 1991 Female        12          3
19930572 1993 Female        13          4
20140558 2014 Female        12          8
19761334 1976 Female        10          6
19761570 1976 Female        13          9
19980068 1998 Female        14          3
19821199 1982   Male         6          5
19841233 1984 Female         8          6
19871440 1987   Male        10          1
20081875 2008 Female        12          6
19741481 1974   Male         9          3
19821356 1982 Female         7          2
19960219 1996 Female        15          7
20161543 2016 Female        12          5
19740511 1974   Male        12          5
20141531 2014   Male        20          9
19880487 1988   Male        10          5
19870398 1987   Male        12          5
19820842 1982   Male        16         10
19821374 1982   Male         6          3
19840360 1984 Female        12          7
19900353 1990 Female        13          7
20081742 2008   Male        18          9
19870166 1987   Male        12          5
20041259 2004 Female        14          7
19880470 1988 Female        12          7
20121579 2012   Male        17          7
19962633 1996 Female        12          3
20080667 2008   Male        17          5
19780519 1978 Female        12          7
19942423 1994   Male        13          6
20042579 2004   Male         8          5
19841164 1984   Male        16          8
19931513 1993   Male         8          1
19960725 1996   Male        12          3
19930904 1993 Female        16          6
19961753 1996   Male        12          4
19740588 1974   Male        12          4
19890846 1989   Male        13          7
19890802 1989   Male         3          1
19760442 1976 Female        14          7
19870550 1987   Male         9          3
20160611 2016 Female        12          0
20061807 2006   Male        14          7
19821353 1982   Male        13          6
20101796 2010   Male        12          5
20162350 2016 Female        14          5
20100704 2010 Female        20          8
19940560 1994 Female        11          5
19780819 1978   Male        14          7
19880329 1988 Female        12          6
19823020 1982   Male        12          3
20064213 2006 Female        12          3
19930005 1993 Female        17          9
19880246 1988   Male        13          5
20141526 2014   Male        13          5
20081735 2008   Male        16          6
19760059 1976   Male        13          5
19961966 1996   Male        14          5
20060367 2006   Male         6          4
19960489 1996 Female        16          8
19941160 1994 Female        14          8
19900513 1990 Female        16          7
20040005 2004 Female        17          8
20100385 2010 Female        15          6
19780290 1978   Male        12          4
19872130 1987 Female        12          8
20141673 2014   Male         8          6
19841001 1984   Male        12          6
19780471 1978 Female         6          2
19960630 1996 Female        14          2
19821328 1982 Female         8          5
20161937 2016   Male        12          4
19960957 1996   Male        12          5
20140279 2014 Female        16          7
19821456 1982 Female        12          5
19840661 1984   Male        12          6
19820073 1982 Female        13          6
20060633 2006 Female        13          6
19761516 1976   Male        14          5
19911152 1991   Male        12          9
19760682 1976 Female        12          4
20120552 2012   Male        15          8
19821056 1982 Female        12          3
20001828 2000 Female        12          6
20121321 2012 Female        12          6
20040556 2004 Female        14          6
19841056 1984   Male        10          6
19961876 1996 Female        16          7
19780815 1978 Female        14          4
19820647 1982   Male        12          3
19761058 1976 Female         7          4
19870010 1987   Male         4          3
19910431 1991 Female        12          7
20001636 2000 Female        14          8
20160344 2016   Male        16          9
19781321 1978   Male        12          5
19961313 1996 Female        13          7
20100628 2010 Female        14          6
19891070 1989 Female        12          4
19761582 1976   Male        19          8
20062166 2006 Female        16          7
19780387 1978 Female        13          5
20041788 2004 Female        12          4
19780628 1978 Female         9          7
20081009 2008 Female        10          6
19941517 1994   Male        12          6
19961158 1996 Female        12          6
20081425 2008   Male        11          6
20081621 2008   Male        12          5
19760191 1976 Female        12          8
19930179 1993   Male        15          5
19880502 1988 Female        11          5
20063646 2006 Female        12          5
19941202 1994 Female        17          8
19910297 1991 Female        14          8
19760114 1976   Male         4          2
19840808 1984 Female         8          2
19891468 1989 Female        17          6
19780192 1978 Female        11          6
19900957 1990   Male        12          6
19840549 1984   Male        12          4
20080780 2008 Female        14          7
19840192 1984 Female        12          5
20141790 2014   Male        12          7
20001937 2000 Female        13          3
19761494 1976 Female         7          4
19930585 1993 Female        14          6
19780649 1978   Male        12          5
19841274 1984   Male        18          7
19840191 1984 Female        12          9
19820764 1982   Male        16         10
19740484 1974 Female        13          4
20120365 2012 Female        10          3
20160210 2016   Male        20          7
20142182 2014   Male        18          8
20060482 2006 Female        14          5
19780041 1978   Male        19          9
19880445 1988   Male         6          3
19880077 1988   Male        11          5
20042299 2004 Female         2          4
19941509 1994 Female        16          8
20060267 2006   Male        17          9
20061189 2006 Female        14          8
19840098 1984 Female        16          8
19930017 1993 Female         8          2
19872041 1987 Female        11          2
19941837 1994   Male        20          8
20121875 2012 Female        14          6
19781277 1978 Female        15          8
19881427 1988   Male        12          4
20060249 2006   Male        16          6
19960708 1996   Male        14          5
19941610 1994 Female        13          7
20081865 2008   Male        13          6
20041998 2004   Male        13          6
19910865 1991   Male         8          5
20120501 2012   Male        17          6
19942437 1994   Male        12          6
19960023 1996   Male        15          7
19780079 1978   Male        12          7
19891031 1989   Male        12          6
20140160 2014 Female        14          5
20160932 2016 Female        11          5
19823223 1982 Female        12          0
19870312 1987 Female        12          6
19780414 1978 Female        11          7
19820632 1982 Female        12          5
19870377 1987 Female        12          5
19980370 1998 Female        18          6
20121389 2012 Female        13          7
19760542 1976   Male        11          4
19741072 1974 Female        13         10
19741143 1974 Female        16          8
19900732 1990   Male         6          5
19840924 1984 Female         9          6
19780112 1978 Female        10          3
20081203 2008   Male        12          7
20162434 2016   Male        16          9
19942004 1994   Male        18          5
19940314 1994 Female        16          7
20160096 2016   Male        15          9
19982659 1998 Female        12          5
20040795 2004 Female        12          0
20121034 2012 Female        12          7
19881361 1988   Male        13          4
19880629 1988 Female        13          6
19910985 1991   Male        16          8
20142099 2014   Male        11          2
19941134 1994 Female         7          2
19740080 1974 Female         7          6
20161872 2016   Male        12          5
20141870 2014 Female        16          9
20100955 2010 Female        13          7
20120928 2012 Female        12          7
20100882 2010 Female        15          7
20000460 2000   Male        16          3
20064465 2006   Male         7          4
19911374 1991 Female        12          5
19962480 1996 Female        12          5
19910319 1991   Male        17         10
20121726 2012   Male        16          6
20161552 2016   Male        16         10
20140187 2014   Male        12          8
19982623 1998 Female        10          5
20101182 2010 Female         7          2
19981864 1998   Male        16          8
19900531 1990   Male        14          4
20120090 2012   Male        14          3
19781264 1978   Male        10          4
19740477 1974 Female        12          5
20141537 2014   Male        16          7
20142463 2014 Female        12          4
19870500 1987 Female        16          8
19870123 1987   Male        12          6
19961584 1996   Male        16          8
19891075 1989 Female        12          3
19870547 1987   Male        12          5
19890875 1989 Female        12          4
20161481 2016 Female        16          7
19840343 1984   Male        12          5
20140420 2014   Male        13          6
19961873 1996 Female        12          7
20064062 2006   Male         6          5
19840449 1984 Female        12          8
20141644 2014   Male        12          7
19760175 1976 Female        13          8
19940479 1994   Male        13         10
20081136 2008   Male        14          8
20140397 2014 Female        14          4
19891330 1989 Female        12          6
19930043 1993 Female        18          8
19900847 1990   Male        13          7
20101457 2010 Female        12          8
19930637 1993 Female         8          9
20120537 2012   Male        13          6
19780547 1978 Female        12          5
19942599 1994 Female        14          6
20002592 2000 Female        12          6
19740016 1974   Male        12          1
19962408 1996   Male        12          4
20162012 2016 Female        20          8
19761212 1976   Male        10          3
19982192 1998 Female        12          7
19961589 1996   Male        14         10
19761510 1976 Female         9          3
19891415 1989   Male        11          2
19761573 1976 Female        12          6
20060672 2006   Male        15          6
20062677 2006 Female        13          8
19900161 1990 Female        16         10
19740073 1974 Female        12          6
20142248 2014 Female        13          6
19960865 1996   Male        16          5
20101201 2010 Female        12          4
19891201 1989 Female        15          6
20121419 2012   Male        15          7
19840984 1984 Female        12          6
19781016 1978 Female        14          6
19940911 1994 Female        12          6
20161848 2016   Male        16          8
19940755 1994 Female        18          7
19761208 1976   Male        11          6
19961076 1996 Female        12          6
20161016 2016 Female        15          5
19941942 1994 Female        12          8
19962036 1996 Female        12          3
19870684 1987   Male        12          6
19870349 1987   Male        16          5
19961256 1996 Female        17          8
19820258 1982 Female        13          7
20101477 2010 Female        10          6
20140578 2014 Female        12          7
20040603 2004 Female        16          7
19931050 1993 Female        12          5
20120049 2012 Female        16         10
19961894 1996 Female        11          8
19891088 1989 Female        16          6
19821081 1982 Female        20         10
20001850 2000 Female        12          0
20120101 2012   Male        12          1
20000251 2000 Female        14          6
20100307 2010 Female        12          7
19840201 1984   Male        14          6
19941807 1994 Female        12          6
19821391 1982 Female        13          5
19941388 1994 Female        12          6
20121580 2012 Female        17          4
20061305 2006   Male        13          7
19821300 1982 Female        14          7
19891469 1989 Female        11          4
20063551 2006   Male         8          4
19910342 1991 Female        16         10
19891224 1989 Female        12          8
19740865 1974   Male        17          9
20160993 2016   Male        12          7
20162643 2016 Female        12          5
20161662 2016 Female        16          6
20140819 2014   Male        12          7
19780245 1978 Female        18         10
19962229 1996 Female        12          7
19740717 1974 Female        10          6
19760463 1976 Female        12          7
19820844 1982 Female        16          9
20060971 2006   Male        18         10
20064047 2006   Male        12          6
20002077 2000 Female        16          7
20141066 2014   Male         6          8
19980077 1998 Female        12          9
20121114 2012 Female        14          7
19941370 1994 Female        14          5
19901271 1990 Female         9          4
20160635 2016 Female        14          6
19820437 1982   Male        12          5
20141898 2014 Female        16          7
19890906 1989 Female        12          6
19760048 1976   Male        16          9
19870138 1987   Male        16          6
20001515 2000 Female        13          5
19872175 1987   Male        13          4
19961187 1996   Male        12          6
19940794 1994   Male        16          5
20080975 2008   Male        16          7
19941180 1994   Male        12          4
19780174 1978   Male        16         10
20042102 2004   Male        12          7
19760291 1976   Male        11          8
20141764 2014 Female        12          8
19741383 1974 Female         6          3
20042384 2004 Female        11          8
20042543 2004   Male        11          4
19942035 1994   Male        15          6
20080682 2008 Female        14          7
19821472 1982 Female        18         10
19840229 1984 Female        12          7
19981883 1998 Female        12          5
19910459 1991   Male        12          7
19981082 1998   Male        13          3
19760722 1976   Male        12          5
19880407 1988 Female         8          4
20061584 2006   Male         4          5
19880661 1988 Female        10          4
19741464 1974 Female        12          8
20081068 2008   Male        13         10
19942205 1994   Male        12          6
20101074 2010   Male        17          7
20041253 2004   Male        12          6
19941701 1994 Female        19          9
19930355 1993 Female        13          6
19880589 1988   Male        16          8
19942707 1994 Female        12          5
20120715 2012   Male        14          6
19841136 1984   Male        12          7
